vftable_va	locator_va	type_va	subobject_offset	first_entry_va	class
0x1404e25d0	0x14051a9d0	0x1405d7770	0	0x140232410	CPtclLine00
0x1404e2650	0x14051aa68	0x1405d7798	0	0x140234a90	CFPtclLine00
0x1404e2728	0x14051ab00	0x1405d77c0	0	0x140232410	CPtclLine01
0x1404e27a8	0x14051ab98	0x1405d77e8	0	0x140234a90	CFPtclLine01
0x1404e2878	0x14051ac30	0x1405d7810	0	0x140234ae0	CPtclLine02
0x1404e28f8	0x14051acc8	0x1405d7838	0	0x140234a90	CFPtclLine02
0x1404e29c8	0x14051ad60	0x1405d7860	0	0x140234ae0	CPtclPoly00
0x1404e2a48	0x14051adf8	0x1405d7888	0	0x140234a90	CFPtclPoly00
0x1404e2b18	0x14051ae90	0x1405d78b0	0	0x140232410	CPtclPoly01
0x1404e2b98	0x14051af28	0x1405d78d8	0	0x140234a90	CFPtclPoly01
0x1404e2c68	0x14051afc0	0x1405d7900	0	0x1402369c0	CPtclSprt00
0x1404e2ce8	0x14051b058	0x1405d7928	0	0x140234a90	CFPtclSprt00
0x1404e30c0	0x14051b168	0x1405d7970	0	0x14023fe90	CSceneMgrGame
0x1404e30d8	0x14051b0f0	0x1405d7950	0	0x14023fd10	CScene
0x1404e3108	0x14051b1e8	0x1405d7998	0	0x14023fb20	CChain
0x1404e3118	0x14051b260	0x1405d79b8	0	0x14023fc60	CLightMgr
0x1404e3128	0x14051b2d8	0x1405d79d8	0	0x14023fca0	CLightStatic
0x1404e3138	0x14051b448	0x1405d7a50	0	0x14023fd40	CSceneBoot
0x1404e3168	0x14051b4c8	0x1405d7a78	0	0x14023ff90	CSceneOpening
0x1404e3198	0x14051b548	0x1405d7aa0	0	0x140240030	CSceneStartMenu
0x1404e31c8	0x14051b6c0	0x1405d7b20	0	0x14023fc30	CGameW
0x1404e31d8	0x14051b738	0x1405d7b40	0	0x14023fed0	CSceneMisSelect
0x1404e3208	0x14051b5c8	0x1405d7ac8	0	0x14023fb50	CEventMission
0x1404e3218	0x14051b350	0x1405d7a00	0	0x140240060	SLoadOneGame
0x1404e3228	0x14051b3d0	0x1405d7a28	0	0x14023fbb0	CGameLoader
0x1404e3238	0x14051b838	0x1405d7b90	0	0x14023fe10	CSceneGame
0x1404e3268	0x14051b9c0	0x1405d7c08	0	0x14023fa30	CCameraCtrl
0x1404e3280	0x14051b8b8	0x1405d7bb8	0	0x14023fae0	CCameraPlayer
0x1404e3298	0x14051b938	0x1405d7be0	0	0x14023f9f0	CCameraBoss
0x1404e32b0	0x14051ba40	0x1405d7c30	0	0x14023fa70	CCameraMiniDemo
0x1404e32c8	0x14051b7b8	0x1405d7b68	0	0x14023fe50	CSceneGameMain
0x1404e32f8	0x14051bac0	0x1405d7c58	0	0x14023fd70	CSceneDemo
0x1404e3328	0x14051bb40	0x1405d7c80	0	0x14023ff20	CSceneMisStart
0x1404e3358	0x14051bbc0	0x1405d7ca8	0	0x14023fb80	CExtraInfo
0x1404e3368	0x14051bc38	0x1405d7cd0	0	0x14023ffc0	CSceneResult
0x1404e3398	0x14051bcb8	0x1405d7cf8	0	0x14023fde0	CSceneEnding
0x1404e34a0	0x14051bd38	0x1405d7d20	0	0x140243780	CDrawBreak
0x1404e3680	0x14051bdd0	0x1405d7d20	8	0x140243770	CDrawBreak
0x1404e37f0	0x14051bdf8	0x1405d7d48	0	0x1402437d0	CScrnBreak
0x1404e3868	0x14051be78	0x1405d5c70	0	0x1402447b0	CShell
0x1404e38b0	0x14051bea0	0x1405d5c70	96	0x140244798	CShell
0x1404e39a8	0x14051bec8	0x1405d5c70	208	0x1402447a4	CShell
0x1404e39c8	0x14051bef0	0x1405d6508	0	0x140244fe0	CShell2
0x1404e3a40	0x14051bf18	0x1405d6508	96	0x140244fc4	CShell2
0x1404e3b38	0x14051bf40	0x1405d6508	208	0x140244fd0	CShell2
0x1404e3b58	0x14051bf68	0x1405d6508	272	0x140244fb8	CShell2
0x1404e3c38	0x14051bf90	0x1405d7d70	0	0x140088a40	CStaffRoll
0x1404e3d18	0x14051c010	0x1405d7d98	0	0x140245ba0	CStage
0x1404e4158	0x14051c090	0x1405d6d20	0	0x1402484b0	CStageSet
0x1404e41b0	0x14051c108	0x1405d7db8	0	0x1402484e0	CStageSetBingo
0x1404e41f8	0x14051c1d0	0x1405d7db8	96	0x140248498	CStageSetBingo
0x1404e42f0	0x14051c1f8	0x1405d7db8	208	0x1402484a4	CStageSetBingo
0x1404e4310	0x14051c220	0x1405d7db8	272	0x14024848c	CStageSetBingo
0x1404e4458	0x14051c248	0x1405d7de0	0	0x1402495d0	CStageSetBreak
0x1404e44a0	0x14051c2e8	0x1405d7de0	96	0x1402495a0	CStageSetBreak
0x1404e4598	0x14051c310	0x1405d7de0	208	0x1402495ac	CStageSetBreak
0x1404e45b8	0x14051c338	0x1405d7de0	272	0x140249594	CStageSetBreak
0x1404e4610	0x14051c360	0x1405d7e08	0	0x140249610	CStageSetShl00
0x1404e4658	0x14051c3f8	0x1405d7e08	96	0x1402495b8	CStageSetShl00
0x1404e4750	0x14051c420	0x1405d7e08	208	0x1402495c4	CStageSetShl00
0x1404e4898	0x14051c448	0x1405d7e30	0	0x14024b7c0	CStageSetBrocken
0x1404e48e0	0x14051c4e8	0x1405d7e30	96	0x14024b7a4	CStageSetBrocken
0x1404e49d8	0x14051c510	0x1405d7e30	208	0x14024b7b0	CStageSetBrocken
0x1404e49f8	0x14051c538	0x1405d7e30	272	0x14024b798	CStageSetBrocken
0x1404e4ab8	0x14051c560	0x1405d7e58	0	0x14024cf00	CStageSetCatapult
0x1404e4b00	0x14051c600	0x1405d7e58	96	0x14024cedc	CStageSetCatapult
0x1404e4bf8	0x14051c628	0x1405d7e58	208	0x14024cee8	CStageSetCatapult
0x1404e4c18	0x14051c650	0x1405d7e58	272	0x14024ced0	CStageSetCatapult
0x1404e4cd0	0x14051c678	0x1405d7e80	0	0x14024d9a0	CStageSetCollision
0x1404e4d18	0x14051c718	0x1405d7e80	96	0x14024d97c	CStageSetCollision
0x1404e4e10	0x14051c740	0x1405d7e80	208	0x14024d988	CStageSetCollision
0x1404e4e30	0x14051c768	0x1405d7e80	272	0x14024d970	CStageSetCollision
0x1404e4ef0	0x14051c790	0x1405d7eb0	0	0x14024e5f0	CStageSetColor
0x1404e4f30	0x14051c840	0x1405d7eb0	96	0x14024e5d8	CStageSetColor
0x1404e5088	0x14051c868	0x1405d7ed8	0	0x14024f2c0	CStageSetCombo
0x1404e50d0	0x14051c908	0x1405d7ed8	96	0x14024f2a4	CStageSetCombo
0x1404e51c8	0x14051c930	0x1405d7ed8	208	0x14024f2b0	CStageSetCombo
0x1404e51e8	0x14051c958	0x1405d7ed8	272	0x14024f298	CStageSetCombo
0x1404e5360	0x14051c980	0x1405d7f00	0	0x1402519c0	CStageSetCrystal
0x1404e53a8	0x14051ca20	0x1405d7f00	96	0x1402519a8	CStageSetCrystal
0x1404e54a0	0x14051ca48	0x1405d7f00	208	0x1402519b4	CStageSetCrystal
0x1404e54c0	0x14051ca70	0x1405d7f00	272	0x14025199c	CStageSetCrystal
0x1404e55f8	0x14051ca98	0x1405d7f28	0	0x140253a00	CStageSetEye
0x1404e5640	0x14051cb38	0x1405d7f28	96	0x1402539e0	CStageSetEye
0x1404e5738	0x14051cb60	0x1405d7f28	208	0x1402539ec	CStageSetEye
0x1404e5758	0x14051cb88	0x1405d7f28	272	0x1402539d4	CStageSetEye
0x1404e5858	0x14051cbb0	0x1405d7f50	0	0x140254d50	CStageSetFence
0x1404e58a0	0x14051cc50	0x1405d7f50	96	0x140254d30	CStageSetFence
0x1404e5998	0x14051cc78	0x1405d7f50	208	0x140254d3c	CStageSetFence
0x1404e59b8	0x14051cca0	0x1405d7f50	272	0x140254d24	CStageSetFence
0x1404e5aa0	0x14051ccc8	0x1405d7f78	0	0x140255cf0	CStageSetGate
0x1404e5ae8	0x14051cd68	0x1405d7f78	96	0x140255cd8	CStageSetGate
0x1404e5be0	0x14051cd90	0x1405d7f78	208	0x140255ce4	CStageSetGate
0x1404e5c00	0x14051cdb8	0x1405d7f78	272	0x140255ccc	CStageSetGate
0x1404e5cc8	0x14051cde0	0x1405d7fa0	0	0x140257be0	CStageSetGearArch
0x1404e5d10	0x14051ce80	0x1405d7fa0	96	0x140257bbc	CStageSetGearArch
0x1404e5e08	0x14051cea8	0x1405d7fa0	208	0x140257bc8	CStageSetGearArch
0x1404e5e28	0x14051ced0	0x1405d7fa0	272	0x140257bb0	CStageSetGearArch
0x1404e5f28	0x14051cef8	0x1405d7fc8	0	0x140258aa0	CStageSetHang
0x1404e5f70	0x14051cf98	0x1405d7fc8	96	0x140258a7c	CStageSetHang
0x1404e6068	0x14051cfc0	0x1405d7fc8	208	0x140258a88	CStageSetHang
0x1404e6088	0x14051cfe8	0x1405d7fc8	272	0x140258a70	CStageSetHang
0x1404e61b0	0x14051d010	0x1405d7ff0	0	0x14025b2a0	CStageSetHang2
0x1404e61f8	0x14051d0b0	0x1405d7ff0	96	0x14025b27c	CStageSetHang2
0x1404e62f0	0x14051d0d8	0x1405d7ff0	208	0x14025b288	CStageSetHang2
0x1404e6310	0x14051d100	0x1405d7ff0	272	0x14025b270	CStageSetHang2
0x1404e6410	0x14051d128	0x1405d8018	0	0x14025db90	CStageSetHeart
0x1404e6488	0x14051d208	0x1405d8018	96	0x14025db78	CStageSetHeart
0x1404e6580	0x14051d230	0x1405d8018	208	0x14025db84	CStageSetHeart
0x1404e65a0	0x14051d258	0x1405d8018	272	0x14025db60	CStageSetHeart
0x1404e6658	0x14051d280	0x1405d8018	384	0x14025db6c	CStageSetHeart
0x1404e6758	0x14051d2a8	0x1405d8040	0	0x140260150	CStageSetLift
0x1404e67a0	0x14051d348	0x1405d8040	96	0x140260134	CStageSetLift
0x1404e6898	0x14051d370	0x1405d8040	208	0x140260140	CStageSetLift
0x1404e68b8	0x14051d398	0x1405d8040	272	0x140260128	CStageSetLift
0x1404e6978	0x14051d3c0	0x1405d8068	0	0x140262e70	CStageSetLight
0x1404e69b8	0x14051d448	0x1405d8068	96	0x140262e5c	CStageSetLight
0x1404e6b08	0x14051d470	0x1405d8090	0	0x140264170	CStageSetLungs
0x1404e6b80	0x14051d520	0x1405d8090	96	0x140264158	CStageSetLungs
0x1404e6c78	0x14051d548	0x1405d8090	208	0x140264164	CStageSetLungs
0x1404e6c98	0x14051d570	0x1405d8090	272	0x140264140	CStageSetLungs
0x1404e6d50	0x14051d598	0x1405d8090	384	0x14026414c	CStageSetLungs
0x1404e6e08	0x14051d5c0	0x1405d80b8	0	0x1402664a0	CStageSetMirror
0x1404e6e50	0x14051d660	0x1405d80b8	96	0x140266484	CStageSetMirror
0x1404e6f48	0x14051d688	0x1405d80b8	208	0x140266490	CStageSetMirror
0x1404e6f68	0x14051d6b0	0x1405d80b8	272	0x140266478	CStageSetMirror
0x1404e7060	0x14051d6d8	0x1405d80e0	0	0x140267c60	CStageSetNausika
0x1404e70d8	0x14051d790	0x1405d80e0	96	0x140267c3c	CStageSetNausika
0x1404e71d0	0x14051d7b8	0x1405d80e0	208	0x140267c48	CStageSetNausika
0x1404e71f0	0x14051d7e0	0x1405d80e0	272	0x140267c24	CStageSetNausika
0x1404e72a8	0x14051d808	0x1405d80e0	384	0x140267c30	CStageSetNausika
0x1404e73b8	0x14051d830	0x1405d8108	0	0x140269cb0	CStageSetNeedle
0x1404e7400	0x14051d8d0	0x1405d8108	96	0x140269c90	CStageSetNeedle
0x1404e74f8	0x14051d8f8	0x1405d8108	208	0x140269c9c	CStageSetNeedle
0x1404e7518	0x14051d920	0x1405d8108	272	0x140269c84	CStageSetNeedle
0x1404e75c0	0x14051d948	0x1405d8130	0	0x14026b050	CStageSetORBreak
0x1404e7608	0x14051d9e8	0x1405d8130	96	0x14026b02c	CStageSetORBreak
0x1404e7700	0x14051da10	0x1405d8130	208	0x14026b038	CStageSetORBreak
0x1404e7720	0x14051da38	0x1405d8130	272	0x14026b020	CStageSetORBreak
0x1404e77d8	0x14051da60	0x1405d8158	0	0x14026bd40	CStageSetRoad
0x1404e7820	0x14051db00	0x1405d8158	96	0x14026bd24	CStageSetRoad
0x1404e7918	0x14051db28	0x1405d8158	208	0x14026bd30	CStageSetRoad
0x1404e7938	0x14051db50	0x1405d8158	272	0x14026bd18	CStageSetRoad
0x1404e79b8	0x14051db78	0x1405d8180	0	0x14026ca40	CStageSetSe
0x1404e79f8	0x14051dc00	0x1405d8180	96	0x14026ca2c	CStageSetSe
0x1404e7b28	0x14051dc28	0x1405d81a8	0	0x14026d630	CStageSetSeal
0x1404e7b70	0x14051dcc8	0x1405d81a8	96	0x14026d60c	CStageSetSeal
0x1404e7c68	0x14051dcf0	0x1405d81a8	208	0x14026d618	CStageSetSeal
0x1404e7c88	0x14051dd18	0x1405d81a8	272	0x14026d600	CStageSetSeal
0x1404e7d30	0x14051dd40	0x1405d81d0	0	0x14026ed40	CStageSetSlide
0x1404e7d78	0x14051dde0	0x1405d81d0	96	0x14026ed1c	CStageSetSlide
0x1404e7e70	0x14051de08	0x1405d81d0	208	0x14026ed28	CStageSetSlide
0x1404e7e90	0x14051de30	0x1405d81d0	272	0x14026ed10	CStageSetSlide
0x1404e8038	0x14051de58	0x1405d81f8	0	0x140270070	CStageSetStayDemo
0x1404e8080	0x14051def8	0x1405d81f8	96	0x14026ffd8	CStageSetStayDemo
0x1404e8178	0x14051df20	0x1405d81f8	208	0x14026ffe4	CStageSetStayDemo
0x1404e8198	0x14051df48	0x1405d81f8	272	0x14026ffcc	CStageSetStayDemo
0x1404e81f0	0x14051df70	0x1405d8220	0	0x14026fff0	CStageSetStay
0x1404e8238	0x14051e018	0x1405d8220	96	0x14026ffb4	CStageSetStay
0x1404e8330	0x14051e040	0x1405d8220	208	0x14026ffc0	CStageSetStay
0x1404e8350	0x14051e068	0x1405d8220	272	0x14026ffa8	CStageSetStay
0x1404e8400	0x14051e090	0x1405d8248	0	0x140271810	CStageSetStomach
0x1404e8448	0x14051e130	0x1405d8248	96	0x1402717f4	CStageSetStomach
0x1404e8540	0x14051e158	0x1405d8248	208	0x140271800	CStageSetStomach
0x1404e8560	0x14051e180	0x1405d8248	272	0x1402717e8	CStageSetStomach
0x1404e8608	0x14051e1a8	0x1405d8270	0	0x1402727e0	CStageSetSwitch
0x1404e8650	0x14051e248	0x1405d8270	96	0x1402727c8	CStageSetSwitch
0x1404e8748	0x14051e270	0x1405d8270	208	0x1402727d4	CStageSetSwitch
0x1404e8768	0x14051e298	0x1405d8270	272	0x1402727bc	CStageSetSwitch
0x1404e8930	0x14051e3d8	0x1405d82c0	0	0x140274e90	CStageSetTruckEnemy
0x1404e8978	0x14051e470	0x1405d82c0	96	0x140274e30	CStageSetTruckEnemy
0x1404e8a70	0x14051e498	0x1405d82c0	208	0x140274e3c	CStageSetTruckEnemy
0x1404e8a90	0x14051e2c0	0x1405d8298	0	0x140274e50	CStageSetTruck
0x1404e8ad8	0x14051e360	0x1405d8298	96	0x140274e18	CStageSetTruck
0x1404e8bd0	0x14051e388	0x1405d8298	208	0x140274e24	CStageSetTruck
0x1404e8bf0	0x14051e3b0	0x1405d8298	272	0x140274e0c	CStageSetTruck
0x1404e8d30	0x14051e4c0	0x1405d82f0	0	0x140276f20	CStageSetYure
0x1404e8d70	0x14051e548	0x1405d82f0	96	0x140276f10	CStageSetYure
0x1404e8e00	0x14051e570	0x1405d8318	0	0x1402779d0	CStatus
0x1404e8e98	0x14051e5e8	0x1405d8338	0	0x14027ac50	CUIDBright
0x1404e8fa0	0x14051e668	0x1405d8360	0	0x14027b4b0	CUIDCockpit00
0x1404e90b8	0x14051e6e8	0x1405d8388	0	0x14027f390	CUIDCockpit01
0x1404e9178	0x14051e768	0x1405d83b0	0	0x1402800e0	CUIDCockpit02
0x1404e9230	0x14051e7e8	0x1405d83d8	0	0x140281230	CUIDComnBg
0x1404e92e8	0x14051e868	0x1405d8400	0	0x140281840	CUIDControl
0x1404e93a0	0x14051e8e8	0x1405d8428	0	0x1402826a0	CUIDCustomGun
0x1404e9458	0x14051e968	0x1405d8450	0	0x140284020	CUIDCustomGunV
0x1404e9510	0x14051e9e8	0x1405d8478	0	0x140285240	CUIDCustomIndex
0x1404e95c8	0x14051ea68	0x1405d84a0	0	0x140285b70	CUIDCustomItem
0x1404e9680	0x14051eae8	0x1405d84c8	0	0x140287fa0	CUIDCustomSkill
0x1404e9738	0x14051eb68	0x1405d84f0	0	0x14028a550	CUIDCustomWeapon
0x1404e97f0	0x14051ebe8	0x1405d8518	0	0x14028d5b0	CUIDDemoDigest
0x1404e98a8	0x14051ec68	0x1405d8540	0	0x14028e5d0	CUIDExtraInfo
0x1404e9960	0x14051ece8	0x1405d8568	0	0x14028f240	CUIDGallery
0x1404e9a18	0x14051ed68	0x1405d8590	0	0x140290e70	CUIDGameOptions
0x1404e9ad0	0x14051ede8	0x1405d85b8	0	0x140291a60	CUIDGoldOrb
0x1404e9b90	0x14051ee68	0x1405d85e0	0	0x140295280	CUIDItemGet
0x1404e9c48	0x14051eee8	0x1405d8608	0	0x140295ba0	CUIDLanguage
0x1404e9cd8	0x14051ef68	0x1405d8630	0	0x1402968b0	CUIDLockOnCursor
0x1404e9d98	0x14051efe8	0x1405d8658	0	0x1402976e0	CUIDMemoryCard
0x1404e9e50	0x14051f068	0x1405d8680	0	0x140299b20	CUIDMisSelect
0x1404e9f08	0x14051f0e8	0x1405d86a8	0	0x14029b860	CUIDMissionStart
0x1404e9fc0	0x14051f168	0x1405d86d0	0	0x14029c460	CUIDOption
0x1404ea080	0x14051f1e8	0x1405d86f8	0	0x14029f1e0	CUIDPause
0x1404ea138	0x14051f268	0x1405d8718	0	0x1402a0990	CUIDResult
0x1404ea280	0x14051f2e8	0x1405d8740	0	0x1402a43b0	CUIDResultBP
0x1404ea370	0x14051f368	0x1405d8768	0	0x1402a5f70	CUIDSaveBg
0x1404ea428	0x14051f3e8	0x1405d8790	0	0x1402a64d0	CUIDScreen
0x1404ea490	0x14051f468	0x1405d87b8	0	0x1402a6e50	CUIDSmorkBg
0x1404ea4f8	0x14051f4e8	0x1405d87e0	0	0x1402a7150	CUIDStaffRoll
0x1404ea5b0	0x14051f568	0x1405d8808	0	0x1402a7680	CUIDStatusFile
0x1404ea690	0x14051f5e8	0x1405d8830	0	0x1402a8010	CUIDStatusFileIpu
0x1404ea748	0x14051f668	0x1405d8858	0	0x1402a8cd0	CUIDStatusFileSec
0x1404ea808	0x14051f6e8	0x1405d8880	0	0x1402ad430	CUIDStatusIndex
0x1404ea8c0	0x14051f768	0x1405d88a8	0	0x1402adef0	CUIDStatusItem
0x1404ea978	0x14051f7e8	0x1405d88d0	0	0x1402b03b0	CUIDStatusMap
0x1404eaaa0	0x14051f868	0x1405d88f8	0	0x1402b3210	CUIDStatusWeapon
0x1404eab58	0x14051f8e8	0x1405d8920	0	0x1402b4c20	CUIDStyleLvup
0x1404eac40	0x14051f968	0x1405d8948	0	0x1402b60f0	CUIDStyleSelect
0x1404eae40	0x14051f9e8	0x1405d8970	0	0x1402b9650	CUIDStyleSelectV
0x1404eaf08	0x14051fa68	0x1405d8998	0	0x1402ba750	CUIDStylishCombo
0x1404eafc8	0x14051fae8	0x1405d89c0	0	0x1402bb510	CUIDTitle
0x1404eb0f8	0x14051fb68	0x1405d89e0	0	0x1402bdda0	CUIDTotalRanking
0x1404eb188	0x14051fbe8	0x1405d8a08	0	0x1402bee90	CUIDTutorial
0x1404eb240	0x14051fc68	0x1405d8a30	0	0x1402bf460	CUIDVergilWeapon
0x1405066e8	0x14051fce8	0x1405d55a8	0	0x1402c7430	CCamera
0x140506750	0x14051fd10	0x1405d8a58	0	0x1402c7790	CCameraMotion
0x140507168	0x14051fd90	0x1405d8a80	0	0x1402db9f0	CDemoModelWork
0x140507280	0x14051fe10	0x1405d8aa8	0	0x1402e36b0	CEffect
0x1405072f0	0x14051fe98	0x1405d8ac8	0	0x1402e89f0	IFadeControl
0x140507348	0x14051ff10	0x1405d8af0	0	0x1402e89c0	CFadeControl
0x1405073f8	0x14051ff90	0x1405d8b18	0	0x14008cfb0	CGenerator
0x140507938	0x140520018	0x1405d8b40	0	0x14030e300	CMotion
0x140507b30	0x1405200a0	0x1405d8b60	0	0x140314dd0	IPtxManager
0x140507b60	0x140520118	0x1405d8b88	0	0x140314d60	CPtxManager
0x1405081e0	0x140520198	0x1405d8bb0	0	0x140346bf0	CClip
0x140508248	0x140520210	0x1405d8bd0	0	0x140320d50	CSoundClip
0x140508298	0x140520290	0x1405d8bf8	0	0x140326c10	CWorkRateClip
0x1405082e8	0x140520310	0x1405d8c20	0	0x14030df40	CModelClip
0x140508338	0x140520390	0x1405d8c48	0	0x140311860	CMotionClip
0x140508388	0x140520410	0x1405d8c70	0	0x1402eddf0	CHideClip
0x1405083d8	0x140520490	0x1405d8c90	0	0x140314a40	CProgramClip
0x140508428	0x140520510	0x1405d8cb8	0	0x1402f1060	CMessageClip
0x140508478	0x140520590	0x1405d8ce0	0	0x140312140	CPadVibeClip
0x1405084c8	0x140520610	0x1405d8d08	0	0x1402e8300	CEffectClip
0x140508518	0x140520690	0x1405d8d30	0	0x1402c7590	CCameraClip
0x140508568	0x140520710	0x1405d8d58	0	0x1402eed90	CLightClip
0x1405085b8	0x140520790	0x1405d8d80	0	0x14031e690	CScrEfcClip
0x140508608	0x140520810	0x1405d8da8	0	0x1402e8810	CFadeClip
0x140508680	0x140520890	0x1405d8dc8	0	0x1403243b0	CValue
0x140508728	0x140520918	0x1405d8de8	0	0x1403295b0	CMcAppli
0x14050cc78	0x140520990	0x1405d8e08	0	0x140345614	type_info
0x14050cd18	0x140520a08	0x1405d8e50	0	0x14034627c	.?AVexception@std@@
0x14050cd48	0x140520a80	0x1405d8e28	0	0x14034627c	.?AVbad_alloc@std@@
0x14050cd70	0x140520b00	0x1405d8e78	0	0x14034627c	.?AVbad_array_new_length@std@@
